timestamp,X,Y,Z
'19-Feb-2023 23:31:24.290',3.628418,-11.289886,-0.084808
'19-Feb-2023 23:31:24.310',2.601303,-10.509369,0.832169
'19-Feb-2023 23:31:24.330',0.88945,-9.740829,0.24559
'19-Feb-2023 23:31:24.350',1.033112,-9.657043,-1.655411
'19-Feb-2023 23:31:24.370',1.167175,-10.866104,-0.312256
'19-Feb-2023 23:31:24.390',1.483215,-11.584366,0.449097
'19-Feb-2023 23:31:24.410',1.325195,-11.902802,-0.209305
'19-Feb-2023 23:31:24.430',0.53511,-12.063217,-1.107132
'19-Feb-2023 23:31:24.450',0.855927,-12.211655,-1.928345
'19-Feb-2023 23:31:24.470',0.884659,-11.431137,-2.098328
'19-Feb-2023 23:31:24.490',1.253372,-11.253967,-1.717651
'19-Feb-2023 23:31:24.510',1.267731,-10.128693,-0.779129
'19-Feb-2023 23:31:24.530',1.394623,-8.809494,-1.044876
'19-Feb-2023 23:31:24.550',1.404205,-7.794357,-1.815811
'19-Feb-2023 23:31:24.570',0.719467,-7.174255,-1.925949
'19-Feb-2023 23:31:24.590',0.360336,-6.841461,-1.830185
'19-Feb-2023 23:31:24.610',0.604538,-6.506271,-2.155792
'19-Feb-2023 23:31:24.630',0.594971,-6.381775,-2.160583
'19-Feb-2023 23:31:24.650',0.393845,-6.633163,-2.052841
'19-Feb-2023 23:31:24.670',0.544693,-6.827087,-2.558014
'19-Feb-2023 23:31:24.690',1.076202,-7.377762,-3.180511
'19-Feb-2023 23:31:24.710',1.634048,-8.079254,-3.697662
'19-Feb-2023 23:31:24.730',2.258942,-8.663452,-4.186081
'19-Feb-2023 23:31:24.750',2.965225,-9.187775,-5.720764
'19-Feb-2023 23:31:24.770',3.151978,-9.537323,-8.023987
'19-Feb-2023 23:31:24.790',3.491943,-10.449524,-8.498032
'19-Feb-2023 23:31:24.810',4.993118,-11.210876,-7.16925
'19-Feb-2023 23:31:24.830',6.151901,-11.218063,-4.978561
'19-Feb-2023 23:31:24.850',6.072891,-9.640274,-6.498871
'19-Feb-2023 23:31:24.869',5.627579,-8.878922,-7.875534
'19-Feb-2023 23:31:24.890',4.277252,-11.919556,-2.52211
'19-Feb-2023 23:31:24.910',-0.164001,-13.066376,2.802597
'19-Feb-2023 23:31:24.930',-2.735367,-12.558807,4.950195
'19-Feb-2023 23:31:24.950',-3.070557,-9.812668,-0.771942
'19-Feb-2023 23:31:24.970',1.234222,-8.507828,-2.744766
'19-Feb-2023 23:31:24.990',2.682709,-8.148697,-1.289093
'19-Feb-2023 23:31:25.010',1.488007,-8.309097,1.483398
'19-Feb-2023 23:31:25.030',-0.867889,-8.637115,1.368469
'19-Feb-2023 23:31:25.050',0.350754,-9.657043,1.390015
'19-Feb-2023 23:31:25.070',2.349915,-9.257202,0.075607
'19-Feb-2023 23:31:25.090',2.505539,-9.333817,0.456284
'19-Feb-2023 23:31:25.110',2.079376,-9.666611,0.918365
'19-Feb-2023 23:31:25.130',2.129654,-9.458313,-0.525345
'19-Feb-2023 23:31:25.150',2.088943,-9.312271,-0.78392
'19-Feb-2023 23:31:25.170',2.136826,-9.405655,0.937515
'19-Feb-2023 23:31:25.190',2.17514,-9.441559,1.947876
'19-Feb-2023 23:31:25.210',2.455261,-9.029755,1.107498
'19-Feb-2023 23:31:25.230',2.476807,-8.603592,-0.24762
'19-Feb-2023 23:31:25.250',2.05304,-8.950745,-0.257187
'19-Feb-2023 23:31:25.270',1.389847,-9.558884,0.611908
'19-Feb-2023 23:31:25.290',1.128876,-10.028137,0.7771
'19-Feb-2023 23:31:25.310',1.557434,-10.51416,-0.29071
'19-Feb-2023 23:31:25.330',2.129654,-10.662598,-1.770325
'19-Feb-2023 23:31:25.350',2.313995,-10.777527,-0.05368
'19-Feb-2023 23:31:25.370',2.402588,-11.141449,1.423538
'19-Feb-2023 23:31:25.390',2.84552,-11.148621,0.070816
'19-Feb-2023 23:31:25.410',2.92453,-10.818222,0.10434
'19-Feb-2023 23:31:25.430',2.146408,-10.143066,0.197708
'19-Feb-2023 23:31:25.450',2.448074,-10.279526,0.990189
'19-Feb-2023 23:31:25.470',4.092896,-12.099121,1.459457
'19-Feb-2023 23:31:25.490',3.678696,-11.584366,0.508957
'19-Feb-2023 23:31:25.510',2.007538,-10.358536,0.238403
'19-Feb-2023 23:31:25.530',1.466461,-9.372131,-1.629074
'19-Feb-2023 23:31:25.550',1.662781,-10.765549,-1.688919
'19-Feb-2023 23:31:25.570',1.447296,-11.704086,0.312637
'19-Feb-2023 23:31:25.590',0.262177,-11.172562,1.382843
'19-Feb-2023 23:31:25.610',-0.896622,-10.641052,-0.865311
'19-Feb-2023 23:31:25.630',-0.954086,-10.827805,-2.95546
'19-Feb-2023 23:31:25.650',-0.032318,-11.179749,-2.488586
'19-Feb-2023 23:31:25.670',1.052261,-11.675354,-0.99939
'19-Feb-2023 23:31:25.690',2.215836,-11.088776,-0.417603
'19-Feb-2023 23:31:25.710',2.819183,-9.568451,-1.595551
'19-Feb-2023 23:31:25.730',2.031479,-8.766403,-2.222824
'19-Feb-2023 23:31:25.750',0.963669,-8.242065,-2.000168
'19-Feb-2023 23:31:25.770',0.549469,-7.58606,-2.021713
'19-Feb-2023 23:31:25.790',0.549469,-6.877365,-2.172546
'19-Feb-2023 23:31:25.810',0.401031,-6.444016,-2.246765
'19-Feb-2023 23:31:25.830',0.195129,-6.503876,-2.064819
'19-Feb-2023 23:31:25.850',-0.075409,-6.630768,-1.985809
'19-Feb-2023 23:31:25.870',0.451309,-6.985107,-2.459854
'19-Feb-2023 23:31:25.890',1.258163,-7.626755,-3.407959
'19-Feb-2023 23:31:25.910',2.01712,-8.189392,-4.645767
'19-Feb-2023 23:31:25.930',2.788055,-8.4767,-6.666473
'19-Feb-2023 23:31:25.950',3.575745,-9.376923,-8.550705
'19-Feb-2023 23:31:25.970',5.115219,-10.78949,-8.438171
'19-Feb-2023 23:31:25.990',6.400909,-11.969833,-5.639359
'19-Feb-2023 23:31:26.010',5.716156,-11.471848,-4.667313
'19-Feb-2023 23:31:26.030',5.328308,-9.38649,-7.356003
'19-Feb-2023 23:31:26.050',5.608429,-9.767166,-5.854828
'19-Feb-2023 23:31:26.070',3.855865,-11.83815,0.178558
'19-Feb-2023 23:31:26.090',-1.159988,-12.496567,3.25032
'19-Feb-2023 23:31:26.110',-3.968384,-11.330582,2.481781
'19-Feb-2023 23:31:26.130',-3.819946,-8.251648,-4.016083
'19-Feb-2023 23:31:26.150',2.867065,-8.718506,-2.950668
'19-Feb-2023 23:31:26.170',3.898956,-8.967514,1.998154
'19-Feb-2023 23:31:26.190',1.832764,-9.345795,4.11702
'19-Feb-2023 23:31:26.210',0.171188,-9.4655,1.502548
'19-Feb-2023 23:31:26.230',1.339569,-9.637878,-0.441544
'19-Feb-2023 23:31:26.250',2.165558,-9.343399,-0.417603
'19-Feb-2023 23:31:26.270',1.310837,-9.592392,0.336578
'19-Feb-2023 23:31:26.290',0.73143,-9.467896,0.042084
'19-Feb-2023 23:31:26.310',1.593353,-8.907654,-0.166214
'19-Feb-2023 23:31:26.330',2.249359,-8.905258,0.516144
'19-Feb-2023 23:31:26.350',2.201477,-9.168625,1.346924
'19-Feb-2023 23:31:26.370',2.479202,-9.175812,1.277496
'19-Feb-2023 23:31:26.390',2.618073,-8.977081,0.676544
'19-Feb-2023 23:31:26.410',1.646027,-9.036942,0.283905
'19-Feb-2023 23:31:26.430',1.035492,-9.487045,-0.23085
'19-Feb-2023 23:31:26.450',1.557434,-10.121521,-0.312256
'19-Feb-2023 23:31:26.470',2.381042,-10.844559,0.307846
'19-Feb-2023 23:31:26.490',2.503143,-11.143845,0.018143
'19-Feb-2023 23:31:26.510',2.033875,-10.914001,-0.965866
'19-Feb-2023 23:31:26.530',1.63884,-11.036102,0.197708
'19-Feb-2023 23:31:26.550',2.486389,-11.074402,1.263123
'19-Feb-2023 23:31:26.570',3.465607,-10.700912,1.018921
'19-Feb-2023 23:31:26.590',2.653976,-10.028137,-0.266769
'19-Feb-2023 23:31:26.610',2.03627,-9.831818,-0.647446
'19-Feb-2023 23:31:26.630',3.02269,-10.906815,0.468246
'19-Feb-2023 23:31:26.650',3.386597,-11.601135,-0.305069
'19-Feb-2023 23:31:26.670',2.682709,-10.918777,1.284683
'19-Feb-2023 23:31:26.690',0.642853,-10.11673,1.157791
'19-Feb-2023 23:31:26.710',-0.365112,-10.241226,-2.32338
'19-Feb-2023 23:31:26.730',1.567017,-12.273895,0.16658
'19-Feb-2023 23:31:26.750',1.188721,-12.692886,1.447479
'19-Feb-2023 23:31:26.770',-1.152802,-13.030472,1.33017
'19-Feb-2023 23:31:26.790',-1.820786,-12.106308,-1.39444
'19-Feb-2023 23:31:26.810',0.264572,-11.040894,-3.127838
'19-Feb-2023 23:31:26.830',2.108093,-10.485428,-2.567596
'19-Feb-2023 23:31:26.850',2.098526,-10.17897,-1.485413
'19-Feb-2023 23:31:26.870',1.772919,-9.13031,-1.21727
'19-Feb-2023 23:31:26.890',0.992401,-8.0625,-1.0784
'19-Feb-2023 23:31:26.910',0.391464,-7.19101,-1.190933
'19-Feb-2023 23:31:26.930',0.551865,-6.649918,-1.595551
'19-Feb-2023 23:31:26.950',0.422577,-6.434448,-2.040863
'19-Feb-2023 23:31:26.970',0.214294,-6.494293,-2.112701
'19-Feb-2023 23:31:26.990',0.647644,-6.853424,-2.033691
'19-Feb-2023 23:31:27.010',1.753754,-7.162277,-2.4814
'19-Feb-2023 23:31:27.030',2.088943,-7.483109,-3.515701
'19-Feb-2023 23:31:27.050',1.820801,-7.811111,-4.435074
'19-Feb-2023 23:31:27.070',2.29245,-8.23967,-4.454224
'19-Feb-2023 23:31:27.090',3.223801,-8.615555,-5.047989
'19-Feb-2023 23:31:27.109',3.288437,-8.876526,-6.767029
'19-Feb-2023 23:31:27.130',3.264496,-9.652252,-7.363174
'19-Feb-2023 23:31:27.150',4.097687,-10.664993,-6.12059
'19-Feb-2023 23:31:27.170',5.239716,-11.198898,-5.028839
'19-Feb-2023 23:31:27.190',5.21817,-11.555634,-5.811737
'19-Feb-2023 23:31:27.210',3.788834,-13.95224,-5.636963
'19-Feb-2023 23:31:27.230',1.018738,-14.292206,-4.526047
'19-Feb-2023 23:31:27.250',-0.743393,-11.811813,-1.858917
'19-Feb-2023 23:31:27.270',-1.057037,-10.317841,-0.898834
'19-Feb-2023 23:31:27.290',1.289276,-8.366562,0.48262
'19-Feb-2023 23:31:27.310',1.193512,-6.305161,0.350937
'19-Feb-2023 23:31:27.330',1.030716,-7.009048,1.382843
'19-Feb-2023 23:31:27.350',0.79129,-8.474304,2.302216
'19-Feb-2023 23:31:27.370',1.849533,-9.472687,-0.163818
'19-Feb-2023 23:31:27.390',2.493561,-9.56366,-1.538086
'19-Feb-2023 23:31:27.410',1.868683,-9.965897,-0.439148
'19-Feb-2023 23:31:27.430',2.311615,-10.423187,-1.032913
'19-Feb-2023 23:31:27.450',3.453644,-10.315445,-0.949112
'19-Feb-2023 23:31:27.470',2.723404,-9.834213,-0.436752
'19-Feb-2023 23:31:27.490',0.910995,-9.321854,-0.206909
'19-Feb-2023 23:31:27.510',0.879868,-9.204529,0.927948
'19-Feb-2023 23:31:27.530',2.218231,-9.154251,1.830551
'19-Feb-2023 23:31:27.550',2.972412,-8.651474,1.026108
'19-Feb-2023 23:31:27.570',2.378647,-8.522186,-0.108749
'19-Feb-2023 23:31:27.590',1.138443,-8.95314,-0.786301
'19-Feb-2023 23:31:27.610',0.697922,-9.26918,-0.800674
'19-Feb-2023 23:31:27.630',1.861496,-9.551697,-0.2117
'19-Feb-2023 23:31:27.650',2.598907,-10.109543,0.439529
'19-Feb-2023 23:31:27.670',1.909378,-10.380081,-0.90123
'19-Feb-2023 23:31:27.690',1.758545,-10.238831,-1.93074
'19-Feb-2023 23:31:27.710',1.811218,-11.000183,-0.001007
'19-Feb-2023 23:31:27.730',1.95726,-11.83815,1.334961
'19-Feb-2023 23:31:27.750',2.993958,-11.12468,-0.695328
'19-Feb-2023 23:31:27.770',3.580536,-10.753586,0.089966
'19-Feb-2023 23:31:27.790',3.515884,-10.396851,0.317413
'19-Feb-2023 23:31:27.810',3.075363,-10.004196,-1.140656
'19-Feb-2023 23:31:27.830',2.452866,-10.19574,-0.810257
'19-Feb-2023 23:31:27.850',2.007538,-10.717667,0.212067
'19-Feb-2023 23:31:27.870',2.347519,-10.892441,0.54248
'19-Feb-2023 23:31:27.890',1.655594,-10.940338,-0.630692
'19-Feb-2023 23:31:27.910',0.872696,-10.162216,-3.74794
'19-Feb-2023 23:31:27.930',0.879868,-11.127075,-1.301056
'19-Feb-2023 23:31:27.950',1.076202,-13.00174,2.304611
'19-Feb-2023 23:31:27.970',-0.245407,-13.277069,1.811401
'19-Feb-2023 23:31:27.990',-1.954865,-12.247559,-2.129456
'19-Feb-2023 23:31:28.010',-0.76973,-11.280304,-3.11586
'19-Feb-2023 23:31:28.030',2.112885,-10.949905,-2.021713
'19-Feb-2023 23:31:28.050',3.645172,-10.262772,-1.607513
'19-Feb-2023 23:31:28.070',3.369843,-9.13031,-1.471054
'19-Feb-2023 23:31:28.090',2.060211,-7.868576,-1.387253
'19-Feb-2023 23:31:28.110',1.418564,-7.224533,-1.480621
'19-Feb-2023 23:31:28.130',1.332382,-6.93483,-1.882858
'19-Feb-2023 23:31:28.150',0.853546,-6.683441,-2.373657
'19-Feb-2023 23:31:28.170',0.906204,-6.956375,-2.605896
'19-Feb-2023 23:31:28.190',1.519135,-7.533386,-2.433517
'19-Feb-2023 23:31:28.210',1.871078,-7.820679,-3.460632
'19-Feb-2023 23:31:28.230',2.278091,-7.741684,-4.739136
'19-Feb-2023 23:31:28.250',2.460052,-7.607605,-4.861237
'19-Feb-2023 23:31:28.270',3.068176,-7.729706,-5.220367
'19-Feb-2023 23:31:28.290',4.255707,-7.921249,-6.2379
'19-Feb-2023 23:31:28.310',4.224579,-8.507828,-5.754272
'19-Feb-2023 23:31:28.330',3.156754,-9.087219,-3.477386
'19-Feb-2023 23:31:28.350',2.819183,-8.790344,-2.878845
'19-Feb-2023 23:31:28.370',2.400192,-8.610779,-3.915527
'19-Feb-2023 23:31:28.390',1.408997,-8.708939,-4.837296
'19-Feb-2023 23:31:28.410',0.774536,-8.529373,-5.330505
'19-Feb-2023 23:31:28.430',0.65242,-9.688156,-4.514084
'19-Feb-2023 23:31:28.450',1.090561,-11.605927,-1.743988
'19-Feb-2023 23:31:28.470',2.948471,-10.952301,-2.785461
'19-Feb-2023 23:31:28.490',3.633209,-9.156647,-1.657791
'19-Feb-2023 23:31:28.510',1.279709,-7.942795,-2.610687
'19-Feb-2023 23:31:28.530',3.369843,-8.689789,-2.725616
'19-Feb-2023 23:31:28.550',4.629196,-9.601974,-0.738419
'19-Feb-2023 23:31:28.570',2.70665,-9.412827,-0.472672
'19-Feb-2023 23:31:28.590',1.399414,-9.271576,-3.089523
'19-Feb-2023 23:31:28.610',3.049026,-10.25798,-3.503723
'19-Feb-2023 23:31:28.630',4.533432,-11.072006,-1.909195
'19-Feb-2023 23:31:28.650',3.616455,-10.684158,-1.933136
'19-Feb-2023 23:31:28.670',2.251755,-9.980255,-2.100723
'19-Feb-2023 23:31:28.690',2.000366,-9.522964,-1.952286
'19-Feb-2023 23:31:28.710',2.050644,-9.13031,-2.356903
'19-Feb-2023 23:31:28.730',1.947693,-8.831039,-2.988968
'19-Feb-2023 23:31:28.750',2.091339,-8.625137,-3.106293
'19-Feb-2023 23:31:28.770',2.170349,-8.266006,-2.802231
'19-Feb-2023 23:31:28.790',2.158386,-7.914063,-2.692093
'19-Feb-2023 23:31:28.810',2.51033,-7.873352,-3.606674
'19-Feb-2023 23:31:28.830',2.306824,-7.835052,-4.389587
'19-Feb-2023 23:31:28.850',1.674744,-8.017014,-3.170929
'19-Feb-2023 23:31:28.870',1.787277,-8.048141,-1.329788
'19-Feb-2023 23:31:28.890',2.067398,-7.894913,-0.834198
'19-Feb-2023 23:31:28.910',2.723404,-7.689011,-1.863693
'19-Feb-2023 23:31:28.930',3.532654,-8.139114,-2.060028
'19-Feb-2023 23:31:28.950',3.465607,-8.637115,-1.423172
'19-Feb-2023 23:31:28.970',3.125641,-8.589218,-0.877289
'19-Feb-2023 23:31:28.990',3.151978,-8.560501,-1.327393
'19-Feb-2023 23:31:29.010',3.690674,-8.799911,-2.656174
'19-Feb-2023 23:31:29.030',3.963608,-8.948349,-3.963409
'19-Feb-2023 23:31:29.050',3.465607,-9.352982,-2.531677
'19-Feb-2023 23:31:29.070',3.535049,-9.166229,-1.111923
'19-Feb-2023 23:31:29.090',4.147964,-8.790344,-2.203674
'19-Feb-2023 23:31:29.110',4.717773,-9.616333,-3.812576
'19-Feb-2023 23:31:29.130',4.942841,-11.201294,-4.16214
'19-Feb-2023 23:31:29.150',4.983536,-11.601135,-3.922714
'19-Feb-2023 23:31:29.170',4.162323,-10.978638,-4.178894
'19-Feb-2023 23:31:29.190',3.020294,-11.234818,-3.712021
'19-Feb-2023 23:31:29.210',2.218231,-11.807037,-3.501328
'19-Feb-2023 23:31:29.230',1.282104,-12.257141,-3.54921
'19-Feb-2023 23:31:29.250',1.128876,-12.017715,-4.049606
'19-Feb-2023 23:31:29.270',1.174362,-11.431137,-3.838913
'19-Feb-2023 23:31:29.290',1.272522,-11.127075,-3.429504
'19-Feb-2023 23:31:29.310',2.033875,-10.53331,-3.618652
'19-Feb-2023 23:31:29.330',2.503143,-9.913223,-3.221207
'19-Feb-2023 23:31:29.349',2.079376,-9.254807,-2.543655
'19-Feb-2023 23:31:29.370',1.430542,-8.20137,-2.593933
'19-Feb-2023 23:31:29.390',0.982819,-7.303543,-2.704071
'19-Feb-2023 23:31:29.410',0.312454,-6.503876,-2.807007
'19-Feb-2023 23:31:29.430',0.046692,-5.799973,-2.874054
'19-Feb-2023 23:31:29.450',0.575806,-5.299591,-2.979401
'19-Feb-2023 23:31:29.470',0.970856,-4.796814,-3.027283
'19-Feb-2023 23:31:29.490',0.815231,-5.199036,-2.404785
'19-Feb-2023 23:31:29.510',0.424973,-6.566132,-0.865311
'19-Feb-2023 23:31:29.530',0.846359,-7.39212,-0.992203
'19-Feb-2023 23:31:29.550',1.423355,-7.686615,-2.905182
'19-Feb-2023 23:31:29.570',1.20549,-8.598801,-4.631393
'19-Feb-2023 23:31:29.590',1.095352,-9.494232,-5.241913
'19-Feb-2023 23:31:29.610',1.720245,-9.949127,-5.464584
'19-Feb-2023 23:31:29.630',2.072189,-10.150238,-6.003281
'19-Feb-2023 23:31:29.650',1.995575,-10.827805,-6.431839
'19-Feb-2023 23:31:29.670',1.255768,-12.721619,-6.972931
'19-Feb-2023 23:31:29.690',1.605316,-14.182083,-6.27861
'19-Feb-2023 23:31:29.710',3.230988,-15.312149,-0.666595
'19-Feb-2023 23:31:29.730',3.817566,-15.640152,4.325317
'19-Feb-2023 23:31:29.750',4.693832,-12.862869,-0.144669
'19-Feb-2023 23:31:29.770',2.2733,-8.400085,-8.380722
'19-Feb-2023 23:31:29.790',1.564621,-9.005814,-2.56041
'19-Feb-2023 23:31:29.810',3.132813,-10.188553,8.096176
'19-Feb-2023 23:31:29.830',3.93248,-7.653091,6.408264
'19-Feb-2023 23:31:29.850',1.286896,-8.328262,-3.125443
'19-Feb-2023 23:31:29.870',-0.286102,-11.416779,-11.998352
'19-Feb-2023 23:31:29.890',0.566238,-14.256302,-1.985809
'19-Feb-2023 23:31:29.910',4.68187,-11.967438,2.639801
'19-Feb-2023 23:31:29.930',5.725739,-9.214111,0.032516
'19-Feb-2023 23:31:29.950',3.47998,-9.132706,-2.660965
'19-Feb-2023 23:31:29.970',1.035492,-8.843018,-3.623444
'19-Feb-2023 23:31:29.990',0.092178,-7.751251,-2.493378
'19-Feb-2023 23:31:30.010',0.599747,-7.394516,-1.925949
'19-Feb-2023 23:31:30.030',0.901428,-7.207764,-3.328949
'19-Feb-2023 23:31:30.050',1.346741,-7.188614,-3.252335
'19-Feb-2023 23:31:30.070',2.026703,-7.382553,-0.934753
'19-Feb-2023 23:31:30.090',1.63884,-7.562119,-1.815811
'19-Feb-2023 23:31:30.110',1.842346,-8.37854,-3.11348
'19-Feb-2023 23:31:30.130',3.369843,-8.73288,-1.787079
'19-Feb-2023 23:31:30.150',3.898956,-8.186996,-0.657028
'19-Feb-2023 23:31:30.170',3.345901,-8.00264,-2.905182
'19-Feb-2023 23:31:30.190',2.94368,-9.211716,-3.814972
'19-Feb-2023 23:31:30.210',3.010712,-10.162216,-1.952286
'19-Feb-2023 23:31:30.230',3.298019,-10.899628,-0.702515
'19-Feb-2023 23:31:30.250',3.966003,-12.640213,-3.874832
'19-Feb-2023 23:31:30.270',4.461594,-13.913925,-5.816528
'19-Feb-2023 23:31:30.290',4.796783,-12.582748,-3.664139
'19-Feb-2023 23:31:30.310',3.47998,-10.861328,-1.753571
'19-Feb-2023 23:31:30.330',2.404984,-11.091171,-2.10791
'19-Feb-2023 23:31:30.350',0.322021,-11.558029,-3.70723
'19-Feb-2023 23:31:30.370',-1.071396,-11.321014,-4.284241
'19-Feb-2023 23:31:30.390',1.061829,-10.509369,-3.683289
'19-Feb-2023 23:31:30.410',3.822342,-9.44635,-3.199661
'19-Feb-2023 23:31:30.430',3.645172,-8.764008,-2.471832
'19-Feb-2023 23:31:30.450',1.79686,-8.263611,-1.497391
'19-Feb-2023 23:31:30.470',0.81044,-7.454376,-1.684128
'19-Feb-2023 23:31:30.490',0.978043,-6.187836,-3.137421
'19-Feb-2023 23:31:30.510',0.990005,-5.323532,-4.289032
'19-Feb-2023 23:31:30.530',0.068237,-5.352264,-3.647385
'19-Feb-2023 23:31:30.550',-0.633255,-6.18306,-1.921158
'19-Feb-2023 23:31:30.570',-0.130478,-6.724136,-1.782303
'19-Feb-2023 23:31:30.590',1.057053,-6.726532,-3.436691
'19-Feb-2023 23:31:30.610',2.347519,-6.800751,-4.619431
'19-Feb-2023 23:31:30.630',2.993958,-7.581268,-4.947433
'19-Feb-2023 23:31:30.650',3.089722,-9.381699,-3.862854
'19-Feb-2023 23:31:30.670',2.867065,-10.722458,-3.4319
'19-Feb-2023 23:31:30.690',2.519897,-10.619507,-5.342468
'19-Feb-2023 23:31:30.710',2.689896,-9.714493,-7.351212
'19-Feb-2023 23:31:30.730',3.386597,-8.773575,-6.960953
'19-Feb-2023 23:31:30.750',2.752136,-8.658661,-4.916306
'19-Feb-2023 23:31:30.770',1.203094,-9.218903,-3.106293
'19-Feb-2023 23:31:30.790',0.269348,-9.901245,-4.092697
'19-Feb-2023 23:31:30.809',0.063446,-11.462265,-6.185226
'19-Feb-2023 23:31:30.830',0.367523,-12.755142,-6.079895
'19-Feb-2023 23:31:30.850',1.65799,-14.560364,1.050049
'19-Feb-2023 23:31:30.870',1.976425,-14.021667,7.85437
'19-Feb-2023 23:31:30.890',3.623627,-11.081589,0.652603
'19-Feb-2023 23:31:30.910',3.95163,-9.192566,-3.625824
'19-Feb-2023 23:31:30.930',2.644409,-11.083984,-2.474213
'19-Feb-2023 23:31:30.950',2.091339,-12.226013,-0.573227
'19-Feb-2023 23:31:30.970',2.199081,-11.613098,0.312637
'19-Feb-2023 23:31:30.990',2.488785,-11.627472,1.05722
'19-Feb-2023 23:31:31.010',2.359497,-11.526917,-0.90123
'19-Feb-2023 23:31:31.030',2.424133,-10.916382,-0.958694
'19-Feb-2023 23:31:31.050',2.153595,-10.143066,0.101944
'19-Feb-2023 23:31:31.070',1.763336,-9.400864,0.875275
'19-Feb-2023 23:31:31.090',1.476028,-8.876526,0.645432
'19-Feb-2023 23:31:31.110',1.217453,-8.49585,-0.271561
'19-Feb-2023 23:31:31.130',1.289276,-8.254044,-0.649841
'19-Feb-2023 23:31:31.150',1.499969,-8.275589,-0.465485
'19-Feb-2023 23:31:31.170',1.550247,-8.905258,0.753159
'19-Feb-2023 23:31:31.190',1.595749,-9.410431,0.865692
'19-Feb-2023 23:31:31.210',1.432938,-9.441559,-1.152618
'19-Feb-2023 23:31:31.230',1.504761,-9.633102,-2.158188
'19-Feb-2023 23:31:31.250',1.837555,-10.059265,-0.791092
'19-Feb-2023 23:31:31.270',1.725021,-10.662598,1.033279
'19-Feb-2023 23:31:31.290',1.416183,-10.925964,0.394028
'19-Feb-2023 23:31:31.310',2.024307,-10.887665,-1.705688
'19-Feb-2023 23:31:31.330',2.857483,-11.064835,-1.605118
'19-Feb-2023 23:31:31.350',3.123245,-10.84935,-0.824615
'19-Feb-2023 23:31:31.370',2.862274,-10.317841,-1.119095
'19-Feb-2023 23:31:31.390',2.991562,-9.80069,-1.94989
'19-Feb-2023 23:31:31.410',3.626022,-9.733658,-1.487808
'19-Feb-2023 23:31:31.430',4.167114,-9.817444,-0.180573
'19-Feb-2023 23:31:31.450',3.487167,-10.475861,0.789078
'19-Feb-2023 23:31:31.470',2.237381,-11.072006,2.038849
'19-Feb-2023 23:31:31.490',0.975647,-10.693726,0.504166
'19-Feb-2023 23:31:31.510',-0.274124,-11.043289,-2.498169
'19-Feb-2023 23:31:31.530',-0.705093,-11.72084,-1.29866
'19-Feb-2023 23:31:31.550',-0.271729,-11.945892,0.236023
'19-Feb-2023 23:31:31.570',0.494415,-12.685699,1.70845
'19-Feb-2023 23:31:31.589',1.476028,-11.99617,-0.410416
'19-Feb-2023 23:31:31.610',2.076981,-10.856537,-2.725616
'19-Feb-2023 23:31:31.630',2.100922,-10.485428,-3.415146
'19-Feb-2023 23:31:31.650',1.993179,-10.025742,-2.701675
'19-Feb-2023 23:31:31.670',1.447296,-9.558884,-1.550064
'19-Feb-2023 23:31:31.690',1.327591,-8.462326,-1.679352
'19-Feb-2023 23:31:31.710',1.449692,-7.394516,-2.62027
'19-Feb-2023 23:31:31.730',1.140839,-7.399307,-2.476608
'19-Feb-2023 23:31:31.750',0.681152,-7.712952,-1.741592
'19-Feb-2023 23:31:31.770',0.580597,-7.715347,-1.590759
'19-Feb-2023 23:31:31.790',0.326813,-7.253265,-2.299438
'19-Feb-2023 23:31:31.810',-0.348343,-7.114395,-2.902786
'19-Feb-2023 23:31:31.830',0.142456,-7.406494,-2.893204
'19-Feb-2023 23:31:31.850',0.985214,-7.595627,-3.130234
'19-Feb-2023 23:31:31.870',1.428146,-7.758438,-3.913132
'19-Feb-2023 23:31:31.890',2.055435,-7.985886,-4.080734
'19-Feb-2023 23:31:31.910',2.242172,-8.493454,-4.219589
'19-Feb-2023 23:31:31.930',2.323578,-8.977081,-4.957001
'19-Feb-2023 23:31:31.950',3.154373,-9.788727,-5.598648
'19-Feb-2023 23:31:31.970',4.581314,-10.641052,-5.701599
'19-Feb-2023 23:31:31.990',4.495117,-11.036102,-5.885956
'19-Feb-2023 23:31:32.010',3.796005,-10.957092,-6.508453
'19-Feb-2023 23:31:32.030',3.319565,-10.363327,-6.96814
'19-Feb-2023 23:31:32.050',2.66835,-9.431976,-7.322479
'19-Feb-2023 23:31:32.070',2.002762,-10.506973,-5.715973
'19-Feb-2023 23:31:32.090',-0.077805,-11.663376,-1.437531
